old_path,new_path,topic,channel
20260329_20260322 - 日本现状：东大it派遣遭殃了，油价起飞自行车爆卖 ｜润日无用｜ A股光伏｜锂电储能板块｜信息差 ｜翻墙投资炒股 [rnaWkZlp_Hw]_MiroFish.md,20260329_20260322 - 日本现状：东大it派遣遭殃了，油价起飞自行车爆卖 ｜润日无用｜ A股光伏｜锂电储能板块｜信息差 ｜翻墙投资炒股 [rnaWkZlp_Hw]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260329_20260325 - 刀哥今天才知道，除了上海人没几个知道自己在交税，都以为这钱是天上掉的 ｜ 纳税人意识 ｜ 财税政策 ｜ 阶层折叠 ｜ 上海贡献 ｜ 经济内幕｜ 愚昧无知 [KxIZ9rj84Ag]_MiroFish.md,20260329_20260325 - 刀哥今天才知道，除了上海人没几个知道自己在交税，都以为这钱是天上掉的 ｜ 纳税人意识 ｜ 财税政策 ｜ 阶层折叠 ｜ 上海贡献 ｜ 经济内幕｜ 愚昧无知 [KxIZ9rj84Ag]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260329_20260326 - 张雪峰和多位大V接连心梗离世，刀哥花巨资做血液净化试试效果，这就是内卷熬夜透支的代价｜ 职业健康 ｜ 自媒体焦虑 ｜ 医疗消费 ｜ 风中年危机 ｜ 身体投资 [vnesju3jFq8]_MiroFish.md,20260329_20260326 - 张雪峰和多位大V接连心梗离世，刀哥花巨资做血液净化试试效果，这就是内卷熬夜透支的代价｜ 职业健康 ｜ 自媒体焦虑 ｜ 医疗消费 ｜ 风中年危机 ｜ 身体投资 [vnesju3jFq8]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260329_20260328 - 【深度】大厂失业潮伴随上海年轻人低薪趋势，美伊大战升级原油黄金趋势红海有沙特最担心的事发生了｜胡塞｜局势｜川普｜伊朗｜核弹 [Ef7UHyauk4Y]_MiroFish.md,20260329_20260328 - 【深度】大厂失业潮伴随上海年轻人低薪趋势，美伊大战升级原油黄金趋势红海有沙特最担心的事发生了｜胡塞｜局势｜川普｜伊朗｜核弹 [Ef7UHyauk4Y]_MiroFish_war_conflict.md,war_conflict,This is Mr. Dao
20260330_20251117 - 中国男人的快乐其实很简单 [ZoGwkEkyQJw]_MiroFish.md,20260330_20251117 - 中国男人的快乐其实很简单 [ZoGwkEkyQJw]_MiroFish_financial.md,financial,This is Mr. Dao
20260330_20260222 - 😮海外打工回上海会被全球征税吗？老高与小茉亲自澄清未离婚打脸很多人｜税务公民｜属人属地原则｜上海人 [4OoQCuv-osw]_MiroFish.md,20260330_20260222 - 😮海外打工回上海会被全球征税吗？老高与小茉亲自澄清未离婚打脸很多人｜税务公民｜属人属地原则｜上海人 [4OoQCuv-osw]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260224 - 为什么国内敢“讲真话”的自媒体没了？大量底层的焦虑已经转化为情绪，上海情况很危险｜表达成本在上升｜聊自媒体创作者的表达边界｜西康札记｜脱口秀 ｜ 内容监管 ｜ 认知升级 ｜ 社会观察 [yn39u9pM2dw]_MiroFish.md,20260330_20260224 - 为什么国内敢“讲真话”的自媒体没了？大量底层的焦虑已经转化为情绪，上海情况很危险｜表达成本在上升｜聊自媒体创作者的表达边界｜西康札记｜脱口秀 ｜ 内容监管 ｜ 认知升级 ｜ 社会观察 [yn39u9pM2dw]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260225 - 上海房市惊天大瓜！沪七条明天落地，去年买房的人亏惨了，上海人今年要不要买房全网最全面详细分析｜房地产｜房价｜公积金｜限购 [YSCocy4O2gg]_MiroFish.md,20260330_20260225 - 上海房市惊天大瓜！沪七条明天落地，去年买房的人亏惨了，上海人今年要不要买房全网最全面详细分析｜房地产｜房价｜公积金｜限购 [YSCocy4O2gg]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260228 - 上海人坚决反对这种“中国式宽容”有些国人已经没救了，高铁上连续出现奇葩短视频，低认知的宽容就是道德霸凌！ [h-jq71bt_Vs]_MiroFish.md,20260330_20260228 - 上海人坚决反对这种“中国式宽容”有些国人已经没救了，高铁上连续出现奇葩短视频，低认知的宽容就是道德霸凌！ [h-jq71bt_Vs]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260301 - 睡觉起来天塌了！哈梅内伊全部高层于史诗怒火空袭中丧生｜伊朗中东｜股票市场｜川普美军｜航母打击｜德黑兰｜官邸 [UMI6Uw76UUY]_MiroFish.md,20260330_20260301 - 睡觉起来天塌了！哈梅内伊全部高层于史诗怒火空袭中丧生｜伊朗中东｜股票市场｜川普美军｜航母打击｜德黑兰｜官邸 [UMI6Uw76UUY]_MiroFish_war_conflict.md,war_conflict,This is Mr. Dao
20260330_20260302 - 上海刀哥石库门小区大乱斗，seedance2.0虹口队长04｜AIGC｜上海刀哥｜电影产业｜峰哥客串 [HuAaQWNVQLM]_MiroFish.md,20260330_20260302 - 上海刀哥石库门小区大乱斗，seedance2.0虹口队长04｜AIGC｜上海刀哥｜电影产业｜峰哥客串 [HuAaQWNVQLM]_MiroFish_technology.md,technology,This is Mr. Dao
20260330_20260302 - 接到一通来自上海的监管电话，今年什么都要严格监管起来了 ｜ETF｜中韩半导体｜台积电 [VAkKp2SSnLo]_MiroFish.md,20260330_20260302 - 接到一通来自上海的监管电话，今年什么都要严格监管起来了 ｜ETF｜中韩半导体｜台积电 [VAkKp2SSnLo]_MiroFish_technology.md,technology,This is Mr. Dao
20260330_20260303 - 大状况！伊朗战况升级美元指数大涨黄金暴跌，煤炭怎么走？中东局势实时更新2026.03.04 [KK8iA_JfIMQ]_MiroFish.md,20260330_20260303 - 大状况！伊朗战况升级美元指数大涨黄金暴跌，煤炭怎么走？中东局势实时更新2026.03.04 [KK8iA_JfIMQ]_MiroFish_war_conflict.md,war_conflict,This is Mr. Dao
20260330_20260305 - 大暴雷😨很多人的人生被杠杆毁掉了，上海人注意房贷别失业，比特币上73000黄金白银反弹 ｜上头交易｜心理锚定｜止损纪律｜负债循环｜自救路线 [ZoODOXS58WE]_MiroFish.md,20260330_20260305 - 大暴雷😨很多人的人生被杠杆毁掉了，上海人注意房贷别失业，比特币上73000黄金白银反弹 ｜上头交易｜心理锚定｜止损纪律｜负债循环｜自救路线 [ZoODOXS58WE]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260308 - 官方下场，openclaw小龙虾行业大变天，上海视频生成行业出大问题｜即梦｜AIGC｜霍去病｜辟谣 [XU-oW-7-4q4]_MiroFish.md,20260330_20260308 - 官方下场，openclaw小龙虾行业大变天，上海视频生成行业出大问题｜即梦｜AIGC｜霍去病｜辟谣 [XU-oW-7-4q4]_MiroFish_social_observation.md,social_observation,This is Mr. Dao
20260330_20260309 - 上海刀哥坚决看空房地产，Luna却让我回上海抄底，外环保卫战失败谁看错了？ ｜ 周期迷局 ｜ 资产博弈 ｜ 财富拐点 ｜ 城市命运 ｜ 投资逻辑 ｜ 宏观周期 ｜ 市场情绪 ｜ 资金流向 ｜ [A5bE2yX8YWQ]_MiroFish.md,20260330_20260309 - 上海刀哥坚决看空房地产，Luna却让我回上海抄底，外环保卫战失败谁看错了？ ｜ 周期迷局 ｜ 资产博弈 ｜ 财富拐点 ｜ 城市命运 ｜ 投资逻辑 ｜ 宏观周期 ｜ 市场情绪 ｜ 资金流向 ｜ [A5bE2yX8YWQ]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260310 - 国人真有人用龙虾openclaw搞钱了，对牛马的降维打击引起失业潮，自动化赚钱机器｜投资｜人工智能｜失业潮｜效率提升 [SP93ik2Nxaw]_MiroFish.md,20260330_20260310 - 国人真有人用龙虾openclaw搞钱了，对牛马的降维打击引起失业潮，自动化赚钱机器｜投资｜人工智能｜失业潮｜效率提升 [SP93ik2Nxaw]_MiroFish_social_observation.md,social_observation,This is Mr. Dao
20260330_20260313 - 😱我们处于大通胀前夜了，上海房价反弹刀哥在线查房价，为何我的房子还在跌？ [xdK_VBZcdPU]_MiroFish.md,20260330_20260313 - 😱我们处于大通胀前夜了，上海房价反弹刀哥在线查房价，为何我的房子还在跌？ [xdK_VBZcdPU]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260315 - 晴海フラッグ正被中国黑民宿白出租毁掉，东京地下车库的粪便和各种社区乱象让人难堪｜黑产｜内斗｜晴海Flag｜钥匙盒｜东京湾塔楼｜房地产投资 [I3MI6UzeBb0]_MiroFish.md,20260330_20260315 - 晴海フラッグ正被中国黑民宿白出租毁掉，东京地下车库的粪便和各种社区乱象让人难堪｜黑产｜内斗｜晴海Flag｜钥匙盒｜东京湾塔楼｜房地产投资 [I3MI6UzeBb0]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260316 - 【沪语】上海房地产现状，网红房地产博主小王为何离开链家？｜买房｜房地产｜招商蛇口｜会涨吗 [yBSI9NriX9Y]_MiroFish.md,20260330_20260316 - 【沪语】上海房地产现状，网红房地产博主小王为何离开链家？｜买房｜房地产｜招商蛇口｜会涨吗 [yBSI9NriX9Y]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260323 - 又吃Taco？特朗普撤回轰炸令延期5天，82空降师随时待命，伊朗回怼：假的！原油剧烈震荡全世界都被玩惨了｜美股反弹｜黄金暴跌｜上海中产观察 [hwlEoPlNnY4]_MiroFish.md,20260330_20260323 - 又吃Taco？特朗普撤回轰炸令延期5天，82空降师随时待命，伊朗回怼：假的！原油剧烈震荡全世界都被玩惨了｜美股反弹｜黄金暴跌｜上海中产观察 [hwlEoPlNnY4]_MiroFish_war_conflict.md,war_conflict,This is Mr. Dao
20260330_20260323 - 早晚会被批斗，上海成都纷纷出现老破小炒房客，刀哥指出背后的3种风险｜血本无归 ｜ 城市更新 ｜ 房产投资 ｜ 刚需入场 ｜ 宏观调控 ｜ 财经分析 [_zz5G9qf49k]_MiroFish.md,20260330_20260323 - 早晚会被批斗，上海成都纷纷出现老破小炒房客，刀哥指出背后的3种风险｜血本无归 ｜ 城市更新 ｜ 房产投资 ｜ 刚需入场 ｜ 宏观调控 ｜ 财经分析 [_zz5G9qf49k]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260324 - 刀哥震怒！煤油味的药水鱼，央视爆料这场全中国参与的“互害盛宴”每个人都有责任｜商业伦理 ｜ 社会观察 ｜ 消费警示 ｜ 民生热点 ｜ 道德成本 ｜震惊内幕 ｜ 行业黑幕 ｜ 社会公敌 [bTIGjXmClNQ]_MiroFish.md,20260330_20260324 - 刀哥震怒！煤油味的药水鱼，央视爆料这场全中国参与的“互害盛宴”每个人都有责任｜商业伦理 ｜ 社会观察 ｜ 消费警示 ｜ 民生热点 ｜ 道德成本 ｜震惊内幕 ｜ 行业黑幕 ｜ 社会公敌 [bTIGjXmClNQ]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260324 - 千万大V张雪峰老师心梗猝死，日本中国人现状：开心一天是一天！｜移民签证｜中国大使馆｜民宿萧条｜经济崩溃｜活着就好｜上海中产观察 [zvIPq1C2BFE]_MiroFish.md,20260330_20260324 - 千万大V张雪峰老师心梗猝死，日本中国人现状：开心一天是一天！｜移民签证｜中国大使馆｜民宿萧条｜经济崩溃｜活着就好｜上海中产观察 [zvIPq1C2BFE]_MiroFish_social_observation.md,social_observation,This is Mr. Dao
20260330_20260325 - 新上海人为何要技术移民加拿大，最担心的人口问题和黑天鹅 ｜上海刀哥｜出国工作｜美国人｜海外中产 [FZu97fXyQFw]_MiroFish.md,20260330_20260325 - 新上海人为何要技术移民加拿大，最担心的人口问题和黑天鹅 ｜上海刀哥｜出国工作｜美国人｜海外中产 [FZu97fXyQFw]_MiroFish_real_estate.md,real_estate,This is Mr. Dao
20260330_20260327 - 【上海婚恋现状】月薪两万的上海网友在线痛骂极品小仙女，把男人钱骗光只为了“精致”的幻梦｜ 沪上生活 ｜ 消费主义 ｜ 婚恋观察 ｜ 中产焦虑 [fFCjjX--N08]_MiroFish.md,20260330_20260327 - 【上海婚恋现状】月薪两万的上海网友在线痛骂极品小仙女，把男人钱骗光只为了“精致”的幻梦｜ 沪上生活 ｜ 消费主义 ｜ 婚恋观察 ｜ 中产焦虑 [fFCjjX--N08]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260327 - 苦透苦透，上海虹口也被迫开始用房票，9号线挤到怀疑人生，郭德纲德云社引起的误会，真相都太扎心｜轨道交通｜上海话｜郭德纲｜错怪｜苦透苦透｜楼市黑幕 ｜ 扎心瞬间 ｜ 爆款揭秘 ｜ 沪语 [JqNS6pjbdiQ]_MiroFish.md,20260330_20260327 - 苦透苦透，上海虹口也被迫开始用房票，9号线挤到怀疑人生，郭德纲德云社引起的误会，真相都太扎心｜轨道交通｜上海话｜郭德纲｜错怪｜苦透苦透｜楼市黑幕 ｜ 扎心瞬间 ｜ 爆款揭秘 ｜ 沪语 [JqNS6pjbdiQ]_MiroFish_social_lifestyle.md,social_lifestyle,This is Mr. Dao
20260330_20260327 - 钱都去哪了？？？地皮经济搞不下去地方债怎么办？上海人也终于能喘口气 ｜地方附加税改革｜ 财税解读 ｜ 财政自主 ｜ 上海生活 ｜ 经济体制改革 [rskhL05mfgs]_MiroFish.md,20260330_20260327 - 钱都去哪了？？？地皮经济搞不下去地方债怎么办？上海人也终于能喘口气 ｜地方附加税改革｜ 财税解读 ｜ 财政自主 ｜ 上海生活 ｜ 经济体制改革 [rskhL05mfgs]_MiroFish_macro_strategy.md,macro_strategy,This is Mr. Dao
20260401_20260331 - 😱 炸了！川普在霍尔木兹海峡感到挫败感，卷铺盖走人还是血洗德黑兰？这一周将决定美股命运 ｜标普 ｜ 纳指 ｜ 美伊博弈 ｜ 地缘 ｜ 绝密内幕 ｜ 独家分析 [vsqyIqmndaI]_MiroFish.md,20260401_20260331 - 😱 炸了！川普在霍尔木兹海峡感到挫败感，卷铺盖走人还是血洗德黑兰？这一周将决定美股命运 ｜标普 ｜ 纳指 ｜ 美伊博弈 ｜ 地缘 ｜ 绝密内幕 ｜ 独家分析 [vsqyIqmndaI]_MiroFish_war_conflict.md,war_conflict,This is Mr. Dao
20260405_20260405 - 下週大戰倒計時，再跌再抄，直到暴富那天。 [fPrKOo4W7so]_MiroFish.md,20260405_20260405 - 下週大戰倒計時，再跌再抄，直到暴富那天。 [fPrKOo4W7so]_MiroFish_commodities.md,commodities,尼可拉斯楊Live精
20260330_20260311 - 危！兩大變數突臨美以伊戰場 [3zU1seAcGXU]_MiroFish.md,20260330_20260311 - 危！兩大變數突臨美以伊戰場 [3zU1seAcGXU]_MiroFish_war_conflict.md,war_conflict,張經義
20260330_20260319 - 折返！戰火持續，我為何離開家人，重返海灣阿拉伯？ [Pw7rDmDIo6U]_MiroFish.md,20260330_20260319 - 折返！戰火持續，我為何離開家人，重返海灣阿拉伯？ [Pw7rDmDIo6U]_MiroFish_war_conflict.md,war_conflict,張經義
20260330_20260323 - 互轟核設施！美以伊衝突質變，我在阿拉伯觀察 [XPlEsRJXgaw]_MiroFish.md,20260330_20260323 - 互轟核設施！美以伊衝突質變，我在阿拉伯觀察 [XPlEsRJXgaw]_MiroFish_social_observation.md,social_observation,張經義
20260330_20260324 - 確實有斡旋！美伊談判羅生門，我的中東觀察+經歷分析 [NuAlDMEwV2k]_MiroFish.md,20260330_20260324 - 確實有斡旋！美伊談判羅生門，我的中東觀察+經歷分析 [NuAlDMEwV2k]_MiroFish_war_conflict.md,war_conflict,張經義
20260330_20260329 - 胡塞參戰！霍爾木茲與紅海，恐兩頭堵？ [Yt2TYur9en8]_MiroFish.md,20260330_20260329 - 胡塞參戰！霍爾木茲與紅海，恐兩頭堵？ [Yt2TYur9en8]_MiroFish_war_conflict.md,war_conflict,張經義
20260408_20260407 - Block裁员40%背后Jack Dorsey对AI组织变革的思考 [Z88Muyt_zZE]_v4_MiroFish.md,20260408_20260407 - Block裁员40%背后Jack Dorsey对AI组织变革的思考 [Z88Muyt_zZE]_v4_MiroFish_technology.md,technology,晓辉博士
20260411_20260410 - 什么是Token经济学？ [BYHQjGr-sB0]_v4_MiroFish.md,20260411_20260410 - 什么是Token经济学？ [BYHQjGr-sB0]_v4_MiroFish_technology.md,technology,晓辉博士
20260329_20250307 - 「花期研报解读」20250306：坚定看好中国房地产市场企稳｜外资研报｜房地产｜房价｜中国经济｜ [frQGHyRtMk0]_MiroFish.md,20260329_20250307 - 「花期研报解读」20250306：坚定看好中国房地产市场企稳｜外资研报｜房地产｜房价｜中国经济｜ [frQGHyRtMk0]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250311 - 「野村研报解读」陆挺20250310：现实来袭，两会刺激方案不足以完成全年5%增速目标，最早第二季度将倒逼决策层出台增量刺激政策｜两会｜中国经济｜外资研报｜ [56Xm3Pl_dlI]_MiroFish.md,20260329_20250311 - 「野村研报解读」陆挺20250310：现实来袭，两会刺激方案不足以完成全年5%增速目标，最早第二季度将倒逼决策层出台增量刺激政策｜两会｜中国经济｜外资研报｜ [56Xm3Pl_dlI]_MiroFish_financial.md,financial,老厉害
20260329_20250312 - 「BBVA研报解读」20250312：中国 “两会” 要点回顾，货币政策发力可期｜中国经济｜两会｜ [5Tmf64YvYRY]_MiroFish.md,20260329_20250312 - 「BBVA研报解读」20250312：中国 “两会” 要点回顾，货币政策发力可期｜中国经济｜两会｜ [5Tmf64YvYRY]_MiroFish_macro_strategy.md,macro_strategy,老厉害
